sentiment,text
1,boho chic at it is finest.
1,super unique   great fall dress.
1,extremely soft and comfortable.
0,heavy and boxy.
1,very nice and versatile pants.
1,great travel pant.
1,my new every day jeans.
0,more faded than they look here.
1,unexpectedly in love.
0,cute but thin.
1,great color great skirt.
1,great quality and flattering.
0,beautiful in the pic fits kind of funny in person.
1,i heart this.
1,flattering and rich colors.
1,vintage  classic style.
0,completely agree not worth it.
1,beautiful periwinkle softness.
1,beautiful cut fabric not so great.
1,lean and long.
0,wine color extremely drab styling unflattering.
1,expect it to be the same length as on model.
1,lovely fabric unsure of fit.
1,black pilcor pants.
1,loved how the front looked.
1,simple  lovely color. interesting neoprene fabric.
1,elorn will be worn.
1,simply sweet skirt.
1,good dress makes your figure look great.
1,thick and cozy.
0,mom jeans worthy of snl skit.
0,for people with really long arms.
0,nothing to rave about.
1,flexible forgiving lightweight.
0,loved the styledid not work for me.
1,pretty and simple.
1,beautiful but needs alterations.
1,flattering great material.
1,love this dress.
0,color is too muted and material is odd.
0,awkward ruching at waist.
1,comfortable  lovely.
0,runs very large.
1,a unique fun piece.
0,cute jacket but not good quality.
1,like enough but passed.
1,very cute short.
0,misleading product photos.
1,nice light weight top for summer.
1,pretty and flowy.
1,run and buy this coat today.
1,love this dress.
1, star perfection.
0,wanted to love but could not.
1,love love love.
0,drivein plaid tank.
1,very attractive coat.
1,beautiful but too wide for my petite frame.
1,best. jeans. ever.
0,runs large and is not flattering.
1,for the woman who is vibrant and dynamic.
1,super comfy and stylish jeans.
1,fun and flattering.
1,very pretty but truly gigantic.
1,nice but little skinny.
0,i wanted to love this.
1,worth the wait.
1,very simple but adorable form.
1,looks like painting.
0,disappointed in quality.
0,this will not fit bustier women.
1,fun summer top.
1,perfect summer wedding dress.
1,not polyester allelujah.
1,new favorite jeans.
1,love love love.
0,not good fit.
0,wanted to love it.
1,beautiful dress but needs slip.
0,not for the long waisted.
1,lovely flattering comfortable.
0,too many pleats.
1,ag wins again.
1,maximizes bust if that is what you want.
0,on the right person maybe.
1,beautiful tank to wear for years.
1,beautifully made lovely pattern and colors.
1,pretty dress  for the right skin tone.
1,good not great.
1,beautiful dress so excited to wear it.
0,wanted to love it but it is too short.
0,fabric felt cheap.
0,love the top but the armholes.
1,the print is work of art love this dress.
1,love love these jeans.
1,feminine and adorable.
1,lovely easy dress.
1,nice.but not true white.
0,i really wanted to love this but.
0,had high hopes.
1,beautiful huge armholes.
1,bright but boxy.
1,gorgeous and flattering.
1,love these jeans.
1,does not flare at bottom.
1,just as shown.
1,lovely unique dress.
1,better in person.
1,gorgeous top with the right bra or lack thereof.
0,beautiful top but large arm holes.
1,simple  elegant.
1,a monet painting.
1,my newest go to.
1,new favorite jeans.
1,wear this tank anywhere.
1,beautiful but wide.
1,the perfect red dress.
1,this product fits well.
0,looks nothing like the photo.
1,loved the style but was too short on me.
1,beautiful flowy dress.
1,pretty and lightweight.
0,might work for narrow hips.
0,who was the petite fit model for this.
1,this product runs too small.
1,great fall piece.
1,love the top.
1,a new wardrobe staple.
1,size is true to size and flattering.
1,gorgeous on anyone as long as you are not pale.
1,ca not wait for warmer weather.
1,great shirt for work.
1,perfect summer dress.
1,fit like dream.
1,may be for you but not me.
1,great dress too big in the chest.
1,perfect lightweight sweater for spring.
1,sweet and romantic little piece.
1,goto throw over anything sweater.
1,perfect everyday skirt.
1,great color and length.
1,this product has cute design and nice fabric.
1,too much fabric.
1,soft comfy and well made.
1,hard to top.
1,beautiful embroidery detail.
1,love the style.
1,love the wide legs.
1,as pictured but not slimming as hoped.
1,exactly what was looking for.
1,unique little sweatshirt top.
1,my go to.
0,really wanted to like it.
0,photos on model misleading.
1,cute but bit too long.
1,cute on the model but not in person.
1,finallypants for real women.
1,way too tight.
0,i was disappointed.
1,beautiful and elegant tank.
1,my new favorite jean.
1,comfortable  versatile.
1,just did not work for me.
1,highest quality trousers have found this fall.
1,perfect summer pants.
1,more beautiful in person.
1,unique gorgeous and timeless.
0,choral ruffle top.
1,i am so happy got these amazing jeans.
1,perfect casual pant.
1,worth every penny.
1,classic and timeless.
1,such great fit.
1,gorgeous black dress.
1,perfect black dress.
1,unique compliment getter.
0,not  dress.
1,another beautiful byron lars dress.
1,beautiful dress disappointing fit.
1,versital and comfortable.
1,fits like glove.
1,great beach shorts.
1,love these jeans.
1,ladylike but sexy.
1,i love love this dress.
1,looking for another reason to wear it.
1,formfitting yet forgiving.
1,this dress makes me look  years younger.
1,hereamps tip.
1,my goto dress for everything.
0,meh  pretty but matronly.
1,can wear this everyday amaze.
0,buyer beware stretches out significantly.
0,wanted to love this dress but the cut is strange.
1,cute coverup or summer top  shorts.
1,epitome of elegent.
1,super comfortable and look great.
1,flowy lightweight and easy.
1,wide legs but good quality.
0,not quite cinderella.
1,reordering two sizes down.
0,a formal yoga pant.
1,not sweatshirt.
1,perfect for fall.
1,amazing as usual.
1,my newest best leggings stellar.
0,lost in translation.
1,crop top or not.
1,my new favorite pant.
1,nice velvet leggings.
1,a little short.
1,perfectly sexy and sweet.
1,great color great fit bring on the sun.
1,runs big but cute buy on sale.
0,runs at least  sizes small.
1,great color comfortable.
1,simple and easy.
1,nice casual dress.
1,feminine flattering and comfortable.
1,pj is for the win.
1,great fit and nice color.
1,feel like leggings.
1,had to have this.
1,a classic piece.
0,easy summer dress.
1,a staple piece in your closest.
0,lovely blouse the the is far too deep.
1,not for petites  .
1,feminine and pretty.
1,looks better than the picture.
0,very sheer sides.
1,flirty and fun.
1,perfect cropped sweater.
0,love the style however was disappointment.
1,ethereal and feminine.
1,cute but .
0,super cute on colors completely faded.
1,fun and flirty.
1,soft rich blue.
1,nice fit  but colors vary.
1,perfect dress for work.
1,please bring this shirt back.
1,comfortable and flattering.
1,perfect little sweater.
1,love at first sight.
1,beautiful but too big.
1,very pretty but did not work.
1,modern meets vintage cool romper.
1,sweet little cardie.
1,very cute and comfy.
1,nice sweater on sale too.
1,bright and colorful.
0,did not work for me.
1,cute and functionalwin win.
1,beautiful skirt but runs small.
1,this dress .
1,please and thank you.
1,stunning and worth the full price.
1,cute dress for work and play.
1,not your mother is cardigan.
0,not for me.
1,new favorite dress.
1,very cute nice details good fit.
1,too thick for spring summer.
1,someone please trade me your medium.
1,great find and buy.
1,not quite happening.
1,super cute and worth the splurge.
1,goes with everything.
0,beautiful top ruined by styling.
1,chesty women need to size up.
1,love this tee.
0,nice design runs large.
1,my my my.
1,perfect black jeans.
1,my new favorite jean.
1,great color and drape.
1,comfort and style.
1,unique pretty asymmetric skirt.
1,a staple in my wardrobe now.
1,long sleeves and too long for shorter gals.
1,bright  light.
1,my new favorite.
1,great product for great price.
0,love the fabric and colors but.
1,perfect lightweight tee.
1,perfect summer staple.
1,is this top orange or red.
1,an elegant comfortable dress.
1,great lightweight piece.
0,not lined and low quality silk. disappointed.
1,beautiful but not lined.
1,left of center always does it right.
1,bright and fun.
0,not if you are busty.
1,great for many occasions.
1,my new favorite dress.
1,beautiful dress  runs long.
1,great dress but runs large.
1,elegant for work or night out.
1,soft and playful.
1,gorgeous color and material.
0,cute but not for me.
1,bold and beautiful.
1,two dresses in one.
0,gorgeous dress but received it damaged.
1,beautiful but overpriced.
1,great quality amazing dress.
1,buy this dress. now.
1,spring for this dress now.
1,pretty but short.
1,too much fabric for me.
1,the best dress ever.
1,lovely and comfortable.
1,soft and beautiful.
1,cute but not for me.
1,the perfect swing dress.
1,this is not  from shoulder.
1,beautiful elegant and new spin on lbd.
1,i love this dress.
1,dress it up or down.
0,beautiful dress but not exactly as expected.
1,great style and comfort.
1,not good for florida.
1,super cute summer romper.
1,dainty and darling.
1,flattering classic with bit of flair.
0,fit is nothing like the photo.
0,too much fabric.horrible design.
1,high quality dress.
0,different in person.
1,gorgeous lace dress.
1,gorgeous and comfy.
1,great travel piece.
0,did not work for me.
1,oh my goodness.
1,comfortable and fun.
0,comfy but not cohesive.
1,lovely in personcheck stores for availability.
1,cute not for me.
0,not quite what expected.
1,classic sexy dress.
1,striking print comfy swing.
1,cozy in the front.
1,worth the wait.
0,cozy wrap sweatshirt.
1,elegant modern and fun.
1,perfect winter shift.
1,perfect in every way.
0,lovely look but disappointing quality.
1,airy and light.
1,great comfy basic.
1,i do not want to take it off ever.
1,loved the blouse.
1,beautiful silk shirtdress.
0,not like the old pilcro.
1,worth every penny.
0,they are tapered why.
1,gorgeous and feminine.
1,comfortable and stylish layering piece.
0,sleeves destroy this beautiful blouse.
1,gorgeous but not flattering.
1,i am tall and it is perfect.
0,did not look good on me.
1,very cute but runs large.
1,my favorite new item for springsummer.
1,gorgeous dress  but little heavy for hot day.
1,beautiful staple item.
1,very pretty just not for me.
1,why is not this sold out.
1,runs large.good for ego.
1,comfy and stylish.
1,adorable versatile maxi  great for tall girls.
1,gorgeous and elegant.
1,very cute  comfy.
1,sweet printed dress.
1,beautiful and soft.
1,love my new workout clothes.
1,beautiful detail but delicate.
1,warm and comfortable.
1,love the big front pocket.
1,love this dress.
1,nice quality peplum top for fall.
1,fun and oh so soft.
1,amazing highly recommend.
1,maxi polka dots.
0,does not look good in person strawberry shortcake.
1,cute coverup or summer top  shorts.
1,the entire set is so cute.
1,better in person.
1,great peasant top.
1,soft delicate casual top.
1,run two sizes too small.
1,the perfect leggings.
1,better than leggings.
1,must see in person.
1,great but need something under it.
1,great fall top.
1,soft beautiful top.
1,super pretty  not sure how to wear.
1,beautiful but too short.
1,beauty meets comfort.
0,rather cheap looking.
1,i loved this blouse  except for the sizing.
1,super nice can use as is or layer it.
0,too much like jodphurs.
1,best leggings ever.
1,the beauty is in the details.
0,beautiful design way too large.
0,stretched out upon receipt.
1,beautiful casual or dressy.
1,great peasantstyle top.
1,feel like leggings  look like pants.
1,special special special.
1,much prettier in person.
1,soft long and beautiful.
0,quality was not that great.
1,pretty but poofy.
1,most comfortable jeans.
0,too wide and short.
1,attractive skirt runs small.
1,lovely flow and fabric.
1,love these jeans.
1,better than would hoped.
0,wanted to love it.
1,cute tunic with interesting neckline.
1,favorite coat ever.
1,perfect skinny jean.
1,lots of material.
1,classy and comfortable.
1,great cowl  tunic.
1,so cozy and lovely.
1,basic beautiful effortless.
1,cute flattering and comfortable.
1,classic everyday tee.
1,my staple jean.
1,great summer skirt.
1,pull on sexy comfort.
1,love it but.
0,fina tie tunic.
1,most comfortably jeans ever.
0,not what you think.
1,gorgeous  versatile.
1,autumn morning glory.
1,perfectly comfortable  subtlety sexy.
1,tunic has beautiful print sparkle detail.
1,best. denim. ever.
1,love paige denim.
1,beautiful and flattering.
1,looks better online runs small.
0,not as pictured.
1,excellent fit and quality.
1,great summer top.
1,puts me right in the mood for spring.
1,wardrobe staple for me.
1,soft and fun.
1,sooo comfortable and slouchydrapey  in good ways.
1,classic  elegant.
0,not true to size.
0,huge and very unflattering.
1,runs two sizes too small.
1,soft comfy and looks great.
1,perfect flowing lounge top.
1,super soft tank.
1,sizing inconsistency in coral but love.
1,purchased coral and cream.
1,nice lightweight jacket.
1,love this shirt.
1,nice has flaws.
1,still on the fence.
1,flowy yet flattering.
1,quality blouse runs very large.
1,nice loose casual tank.
1,love the colors.
1,great casual henley.
1,nice light flowing tank.
1,ended up with all .
1,love the coral color.
1,nice shirt but huge.
1,what stunning top.
1,perfect everyday tank.
1,statuesque for once.
1,cute and comfy.
1,love the look could not resist.
1,feel good top.
1,so soft and comfy.
1,sizing is good.
1,best for tallettes.
1,casual and slimming.
1,nice casual tank.
1,gorgeous  comfy.
1,it is growing on me.
0,very bulky at the bottom.
0,way too big.
1,modern baby doll style.
1,wonderful but bit long.
1,adorable but runs large.
1,fits like glove.
1,soft and swinging.
1,perfect fall tunic.
1,adorable comfortable tunic.
0,not worth the money.
0,only for no chested women.
1,soft feminine and fun pockets.
1,excellent but flowy.
1,easy to wear.
0,perfect maternity top.
1,fabulous maxi dress.
0,beautiful but thin.
0,dress is fabulous but.
0,not kimono.
1,love the shape.
0,wish it were made out of cotton.
1,beautiful peplum top.
1,great for summer.
0,pretty in pictures  awkward in person.
1,comfy  cute.
1,most beautifuland uniquedress own.
1,just did not work for me.
1,love this dress.
1,beautiful beading details.
1,love this tunic.
1,prettier than the photo.
0,huge and then some.
0,hmmmm  disappointed.
0,piece did not make sense.
1,i joined the  holding horses fan club.
1,fun summer dress.
1,cute but not universally flattering.
1,pretty. sweet. vest.
1,love these pants.
0,great idea poor execution.
1,favorite style of jeans.
1,versatile summer skirt.
1,fun fall vest.
1,great ontrent dress.
1,loved the shirt and want this to work.
1,love this dress.
1,perfect fit for gals with hips and hourglass shape.
1,cute  comfy.
1,my favorite brand and style.
0,runs too small.
1,a good goto dress.
1,very nice vest but itchy.
0,thin and no longer the same ag quality.
1,cute with boots and tights for winter.
1,beautiful sweater but odd fit.
0,neat fabric but too much poof.
1,perfect for the vertically challenged.
1,cute and easy.
1,gorgeous  great piece for work.
1,makes me happy.
1,my new favorite jeans.
1,perfect winter outfit.
1,perfect for maternity. and beyond.
0,great potential but .
1,one of the best tops have ever owned.
1,soft  great fit.
1,slenderizing fine fit.
1,i like them but.
1,pretty flown dress.
1,better than expected.
1,this is great casual dress.
1,cutest. dress. ever.
1,cute top but poor quality.
0,loose and unflattering.
1,i love this.
1,love this dress.
1,lovely summer blouse.
1,cute and striped.
1,romantic ruffled tee.
1,cute but wide.
1,love this tee.
0,wellmade but widening.
0,short and wide.
0,not for the busty.
0,wanted to love.
1,i love it.
1,flowy spring top.
1,loved it so much bought both colors.
1,this product needs bit of tweaking.
1,classic and cute.
0,just so big .
1,cute and comfortable.
1,basic black t.
1,wellmade but lacks structure.
1,perfection minus one thing.
1,perfect striped top.
1,perfect lady tee.
1,love. this. dress.
1,great little denim dress.
1,so darling but so huge.
1,best jeans ever.
0,sending this one back.
1,worth every penny.
1,the most flattering pants in your closet.
1,my search for highrise jeans is over.
1,delicate yet boxy.
1,fine shirt.
1,love the sleeves but it runs quite large.
1,very classy look.
1,nice shirt but runs wide.
1,lovely top with one flaw.
1,cute casual top.
1,bare shouldered babe.
1,fun and feminine.
1,great warm weather dress.
0,pretty if you have an alterations whiz.
1,loved the back detail.
0,great price on sale but sheds too much.
0,gorgeous but sheds horribly.
1,will get lots of wear.
0,not for me.
1,pretty blush sweater for fall.
1,beautiful versatile dress.
1,fix the shedding.
1,beautiful and soft but fragile.
1,cozy and versatile.
0,makes me look dumpy.
0,not for me.
1,does not look the same as picture.
1,love this sweater but.
1,great basic leggings.
1,great cozy allweather sweater.
0,cute vest but cheap material.
1,nice addition to my fall wardrobe.
0,disappointed by shedding.
1,love at first site.
1,great addition to your coat closet.
0,fell short of expectations.
1,style style style.
1,soft comfy and cute.
1,great layering top.
1,the bold and the beautiful.
1,love the bow.
1,so nice for fall.
0,run very large.
0,wish it was like the picture.
1,a tee to live in.
1,basic tshirt with something extra.
1,perfect vegan jacket.
0,really wanted to like it.
1,amazing casul top.
1,loose flowy top.
1,just what was looking for.
1,more colors please.
1,perfect dressy t.
1,cute two way top.
1,this is great casual shirt.
1,maybe swing is for me.
1,pretty and feminine but definitely size up.
1,adorable take from the typical flannel.
1,cute and quirky.
1,lovely romantic blouse.
1,nice colors warm but bit boxy.
1,cute and fun.
1,all around beautiful top except for sizing.
0,terrible pattern placement of flowers on chest.
1,unfortunately did not work in xl.
0,kelby swing tank.
1,a delicate dainty delight.
1,love the cut.
1,a very special blouse.
1,soft feminine and flattering.
1,looks great on me.
0,out of proportion.
0,the browngray version is cropped.
1,loved it so much bought second.
1,trendy alternative to jean jacket.
0,different from picture.
1,flowy and fun.
1,i love this top it is me.
1,retro and pretty.
1,not quite what expected but am keeping.
0,sleeve color does not match rest of blouse.
1,nice cropped jacket.
1,pretty but tight fit.
1,great little jacket.
1,a pretty one.
1,nice little t.
1,gorgeous but very small across back.
1,all the boxes checked.
1,comfortable casual tank.
1,great fit. wrong color.
0,short but wide.
0,ok if looking for loose fit.
1,wife loves it.
0,cute pattern but feels cheap.
1,give your blue jeans day off.
1,fabric pattern can be askew.
1,best shirt ever should have bought more colors.
1,not skirted but has nylon over shorts.
1,this is the best shirt.
1,too short again.
1,maeve never disappoints.
1,so feminine and dainty.
1,unique and comfortable.
1,wash diff in person fit diff than black hawk vers.
1,great and fun dress.
1,dirty look does fade over time.
1,love at first site.
1,way too long.for me.
1,loved these jeans.
1,great work dress.
1,super casual and comfortable.
1,so cute and soft.
1,very cute tee.
1,perfect transition vest for fall.
1,beautiful and soft.
1,blue beach scene in xl is cute.
0,awkward and large fit.
0,bad fit and bad construction.
0,tentlike but cozy.
1,beautiful fabric and design.
0,looked better in the picture.
1,not as good as hoped.
0,pretty but not as pretty as thought.
1,beautiful collage of colors.
1,even more lovely in person.
1,whimsical and fun.
1,lovely and unusual.
1,cute little top.
1,love this dress.
0,adorable dress but poor quality .
1,beautiful fall vest.
1,surpassed my expectations.
1,really cute for summer.
0, terrible fit.
1,love this dress.
1,adorable summer tee.
1,unique top too much material on bottom.
1,so soft and comfortable.
1,beautiful and unique.
0,buttons broke before even got it on.
0,the peplum hit me very high on my torso.
1,gorgeous dress but.
1,perfect summer wardrobe addition.
0,cute but not right for me.
1,as unique as expected.
1,like but not love  long on petite.
1,little house on the prairie top.
1,cute and comfortable.
1,easy flowy addition.
1,mock neck rocks.
1,just little disappointed.
0,peplum hits very high.
1,something little different.
1,worth the trouble.
0,wish they worked.
1,this product has beautiful print.
1,that special dress.
1,nice casual pant.if the fit and color worked.
1,nice but too expensive for what it is.
1,insanely adorable and comfortable.
1,very cute fall top.
1,petite fits perfectly.
0,very cute but runs small and buttons break.
1,super versatile jacket.
1,adorable but runs tight.
1,lovely top peplum hit weird on me.
1,cute and comfy.
0,pretty but heavy buttonholes too small.
1,beautiful but poor fit.
0,tiny buttons break.
1,wanted to love it.
1,great details. no liner.
0,not worth the price.
1,unique and lovely.
1,bloomed eyelet shirtdress.
1,your new favorite pair of jeans.
1,beautiful top fits little large.
1,a jewel in the crown.
1,very comfortable cute without being cutesy.
1,pretty tank with fun details.
1,beautiful fit and design.
1,another great top.
1,comfortable fit  cute style.
1,best fitting jumpsuit ever.
1,the only jumpsuit own.
1,very nice tip.
1,pretty cute shorts.
1,comfortable and stylish.
1,a structured shirt finally tts for most.
1,love love love.
1,light and comfy.
1,love these jeans.
1,perfect summer basic.
1,i am in love.
1,cute and comfortable.
1,perfect for fall.
1,great basic with some flair.
0,pattern not attractive in person.
0,well made but huge.
1,loose fit beautiful color and style.
1,not great for smaller chests.
1,beautiful but boxy.
0,nice top but runs small.
1,picture does not do it justice.
1,a bit big.
1,love this top.
1,had to alter waist.
1,love this shirt.
1,comfy and great for large breasts.
1,beautiful.runs very small.
1,great top for old  is chicks.
1,my favorite cut and style for me.
1,pretty but fussy.
1,pretty and flowy.
1,valo burnout top.
1,another deletta beauty.
1,perfect black blouse.
1,style with kick.
0,cute pattern but design was not flattering.
1,cute patterns but gaps at buttons.
0,awesome print but horrible fit.
1,why we love maeve.
1,no more rainy day blues.
1,as depicted but not for me.
1,so much fun.
1,beautiful colors  fabric.
1,true to size  like it so much bought .
1,very cute shirt.
1,umbrellas to brighten up your rainy day.
1,love the print.
1,beautiful but too big.
1,fun patterns and prints for rainy day .
0,beautiful design but fabric falls flat.
1,love the stripes.
1,striped version adorable.
1,cute and springy.
1,buy in multiple colors.
1,so many compliments.
1,new favorite summer blouse.
1,tight across chest.
1,amazing. must have top.
1,pretty but lots of fabric.
1,love this top.
1,casual comfortable but not sloppy tee.
1,monaco tiered dress.
1,easy breezy comfort that looks great.
1,beautiful and stylish.
1,surprisingly comfy for button down.
1,super comfy tad long.
1,beautiful fall color.
1,fits well and good for relaxing.
1,gorgeous but challenging for buxom beauties.
1,a great wake up call.
1,cute and comfortable.
1,pretty sloft and silky.
0,not what expected.
1,nice top  runs small.
1,beautiful jeans but way too small.
1,super super long.
1,comfortable and beautiful to boot.
1,very pretty and very lightweight fabric.
1,cute but not sewn well.
1,love on first try.
1,this skirt is so comfortable.
1,great for tall frames.
1,cute comfortable and practical.
1,in love with nala.
1,sweet stripes skirt.
1,odd fabric combination odd fit.
1,very high waisted.
0,too loose at bottom.
1,finally romper for all body types.
0,really comfy socks.
0,cute pattern but weird fit.
1,feminine light weight summer shirt.
1,this might be my new favorite.
1,perfect slim fit.
1,soft and sweet.
1,love the back and button shoulder straps.
1,great find on sale.
1,fantastic everyday dress.
1,sweet and pretty.
1,super soft and relaxed.
1,casual or dressy.
1,very tight on top.
1,perfect summer statement piece.
1,one of my favorites.
1,did not meet my expectations.
1,easy breezy beautiful.
1,adorable dress but different than pictured.
1,very light and comfy but runs large.
1,laura ingalls eat your heart out.
1,perfect jumpsuit for all sizes.
0,way too big.
1,a unique style ter.
0,spandex not tweed dress.
1,so comfy and stylish.
0,beautiful but sheer.
0,beautiful but will not work for me.
1,beautiful dress just not for me.
1,great cozy sweater.
1,this is must have.
1,love these so comfortable.
1,buy this robe.
1,cute dress but courderoy is too heavy feeling.
1,loved them but.
0,great quality but not for my age.
1,stunning late summer sun dress.
1,very light and lovely.
1,lune embroidered robe.
1,felt short and am short.
1,lovely pink and purple for august.
0,goofy skirt on this dress.
0,color not as pictured.
1,love the color and style.
0,wanted to love it.
1,surprised it has not sold out.
1,go anywhere top.
1,cute top but not worth full price.
1,gorgeous white summer tank.
1,lovely fall coat.
0,sent straight back.
0,just ok very voluminous.
1,great layering piece.
1,love these yoga crops.
1,so comfortable and airy.
1,very cute runs large.
1,love these pants.
0,material too flimsy.
0,cheap fabric and terrible fit.
1,light weight capri.
0,beautiful print.weird fit.
1,not for busty women.
0,not the same.
1,new fav spring top.
1,great casual crop.
1,runs large muted colors.
1,cute pants but size down.
0,too boxy but nice idea.
1,beautiful and classy.
1,beautiful and unusual.
0,classic design with drawbacks.
1,unique take on sweatshirt.
0,big blue sack.
0,nothing like the picture.
1,so cute. too small.
1,cute and warm.
0,so cute but quality not good.
1,love these pants.
0,not as expected.
0,petite and busty avoid.
0,more of babydoll shape than it appears online.
1,favorite everyday shirt.
1,perfect orange cardigan.
1,stylish and unique.
1,perfect for fall.
1,very fun top.
1,updated white shirt.
1,perfect with jeans.
1,pretty and flattering dress.
1,amazing pants you will not be sorry you got.
1,good and bad.
1,lovebut second time is charm on sizing.
1,great quality structured vest.
1,time will tell.
1,unique and flattering.
1,a perfect wrap dress.
1,unique quality fabric.
1,lovely take on the classic shirt dress.
1,perfect winter dress.
1,retro with modern twist.
1,runs very big.
1,comfortable and versatile.
0,not flattering on straight figures.
1,i love this dress.
1,warm dress with few issues.
1,soft and cozy.
0,not worth the money.
1,wished it fit.
0,good not great.
1,nice style  detail.
1,flowing summer dress.
1,beautiful sweater dress.
1,love this but wish few things were different.
0,runs really large.
1,lovely sweater runs large.
1,another fabulous cashmere sweater.
1,great color runs big.
1,larkhill swing part deaux.
1,collared cadet coat.
1,shirt and or jacket with flair.
1,even better in person.
0,cute with reservations.
1,love this dress.
1,pretty and sturdy.
1,love the dress.
1,great basic tank.
0,great maternity dress.
0,an immediate return.
1,lovely and comfortable.
0,see through and strange.
1,easy comfortable and beachy chic.
1,versatile yet stylish cropped denim.
1,pretty but underwhelmed.
1,comfy  cool.
1,better than it looks.
1,my new favorite dress.
1,there should be more .
0,pretty not flattering.
1,short dress but great theory.
1,cute and easy piece to wear.
1,this product ran short in length.
1,pretty spring flowers.
0,it is like work of art but sadly not flattering.
0,a few problems.
1,gorgeous lace top design fail.
0,really oddly shaped sweater.
1,juneberry sleep pants perfect fit.
0,fly away sides.
1,great fit wish they were ankle length.
0,not what expected.
0,pretty bad in real life.
1,great for shorter clients.
1,lovely but runs large.
0,not for petites.
1,cute  comfy.
1,vibrant colors  sweet side detail.
0,not recommended if petite.
1,softness and comfort.
1,my new holiday skirt.
1,stylish versatile dress.
1,so many compliments.
0,the pants are seethrough.
1,retailer please bring these back in black.
0,depends on body type.
1,beautiful and very comfortable top.
1,silk meadow mini.
1,relaxed and soft.
1,great fabric and perfect length.
1,very see through.
1,best jeans ever.
1,loose and comfy.
1,average and plain.
0,fabric is flimsy.
1,ag stevie jeans.
0,might as well wear my husband is shirt.
1,gorgeous peasant top.
1,simple structured classic.
1,on my wish list.
1,comfortable shrinks after washing.
1,excellent sweater jacket.
1,a little disappointed.
1,very cute dress.
1,flattering and colorful.
1,easy breezy and pretty.
0,not my favorite.
1,so fun and comfy.
1,super soft and pretty.
1,comfy and pretty and run  sizes too big.
0,runs very large.
1,very loose fit.
1,pretty but run large.
0,five of me could fit in this top.
1,better in person.
1,versatile great spring  winter color.
1,comfy and stylish.
1,great basic tank.
1,my new favorite dress.
0,had such promise.
1,beautiful print and colors.
1,nice spring top.
1,kentucky derby dress.
0,be careful how you wash.
1,great alternative to sweat shirt.
1,very cute top.
0,pretty but very short.
1,cute top but short and boxy.
1,cute pants but short.
1,cute in theory.
1,another great one from left of center.
1,a shirt to live in but inconsistent sizing.
1,soft and comfy.
1,perfect longsleeved tee.
1,pretty and comfortable.
1,from petite  love this shirt.
1,fun shirt for work or weekend wear.
0,not in love with the color.
1,gorgeous white blouse.
1,well made cute top.
0,cute but not for me.
1,shirt looks better than in the photo.
0,love it but.
1,very detail lace and beading design. comfortable.
1,cozy and perfect for southern winter.
1,very short shirt  gorgeous for shorter folks.
1,love love love.
1,zipperydodah zipperyday myohmy sweater.
1,wanted to love it .
1,perfect versatile sweater.
1,my new goto jeans.
1,great versatile tshirt.
1,soft warm  cozy.
1,in pursuit of individual style.
1,like the swing shape do not like the color.
0,cute idea horrible fit.
1,love this vest.
1,great fit. need to fix cuffs.
1,great all around jeans.
1,soft roomy and classy.
1,beautiful ivory sweater.
1,just what was looking for.
1,comfy casual and dress up.
1,love this top.
0,not for curvy girls.
1,cute with zipper.
1,gorgeous and flattering.
1,cute shorts for the length.
1,nice swing sweater.
0,very large not worth sale price.
1,love this dress.
0,good for long lean legs.
0,shapeless and itchy sweater.
0,nice maternity tunic.
1,nice sweater .
0,color not as pictured on website.
1,lovely drape slim skirt.
1,a must have.
0,worst blouse have ordered.ever .
1,super stylish dress.
1,pretty but not for me.
1,very pretty swimsuit.
1,fun versatile sweater.
0,beautiful dress fits horribly.
1,beautiful comfortable top.
1,love the cuffs.
1,love this buttondown.
1,i love this jumpsuit.
1,picture is misleading  actually versatile piece.
1,perfect wear to all spring dress.
1,so stylish.if only by butt were flatter.
1,pretty summer top.
0,beautiful but very short in the waist.
1,flattering quality dress.
0,cool tank but may need courage to wear.
1,feel great pants.
1,swingy and flirty.
1,have to have it.
1,nice but still on the fence.
0,too short in front.
1,loved this cute tank.
1,cute summer blouse.
1,suffer for modern fashion.
1,adorable comfy and stylish.
1,love it but.
1,the color though.
1,super soft and thin jeans.
1,hi lo tneck.
1,well made however too large for me.
0,ca not be worn as pictured.
0,pretty on the hanger weird on me.
1,sheer and runs large.
1,best summer piece.
1,needs some work.
1,awesome sweater for winter.
1,great fit so comfortable.
1,favorite new fall sweater.
1,soft great fit thin.
1,easy cool awesome.
1,runs bit large.
1,a delightful piece.
0,too many ideas.
1,bold color trendy dress.
1,love this skirt.
1,runs small especially the arms.
1,soft but felt like robe.
0,very thin fabric not worth .
0,poorly placed ruffles.
1,not worth the price.
1,beautiful and unique.
1,all day whenever possible.
1,lovely print nice for athletic build.
1,fit and flare that swings.
1,mid winter addition.
0,a total dud.
1,cute and trendy.
1,maybe not for petites.
1,please make in more florals and patterns.
1,cuter in person.
1,fun fall tunic.
1,huge size down.
0,beautiful suede but colors are not correct.
1,pilcro faux fur denim jacket.
1,great wide leg sweatpants.
1,great addition to my wardrobe.
1,great pajama pants.
1,love these pants.
1,love this top.
1,perfect fall piece.
1,love this top.
1,lovely transitional piece.
1,boxy or large.
1,love love love this.
1,gorgeous  unique.
1,nice shape and fabric very stylish.
